Site,Region,Plot_No,Species_Code,Latin_Name,DBH(cm),Browse,Other_damage
CE_B7_B,MA,459,QUCO,Quercus coccinea,8.6,,SOME FIRE DAMAGE TO BOLE
CE_B7_B,MA,459,QUCO,Quercus coccinea,6.4,,SOME FIRE DAMAGE TO BOLE
CE_B7_B,MA,459,QUCO,Quercus coccinea,5.5,,SOME FIRE DAMAGE TO BOLE
CE_B7_B,MA,459,QUCO,Quercus coccinea,6.7,,SOME FIRE DAMAGE TO BOLE
CE_B7_B,MA,459,QUCO,Quercus coccinea,6.1,,SOME FIRE DAMAGE TO BOLE
CE_B7_B,MA,458,NA,No species found,0.0,,
CE_B7_B,MA,457,NA,No species found,0.0,,
CE_B7_B,MA,456,NA,No species found,0.0,,
CE_B7_B,MA,455,NA,No species found,0.0,,
CE_B7_B,MA,454,NA,No species found,0.0,,
